Property ID,Building Type,Year Built,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
Th50019303,Apartment,1994,2022-05-17,3,10405,1333,4 out of 14,Super Area,Area 637,Ludhiana,Furnished,Bachelors/Family,2,Contact Agent
Th50019304,Apartment,1997,2022-05-07,1,9411,779,1 out of 7,Built Area,Area 719,Jaipur,Unfurnished,Bachelors,1,Contact Agent
Th50019305,Apartment,1998,2022-05-26,1,11644,1118,4 out of 18,Built Area,Area 939,Mangalore,Unfurnished,Bachelors/Family,1,Contact Owner
Th50019306,Apartment,2019,2022-06-14,2,13169,1229,4 out of 16,Plot Area,Area 692,Delhi,Semi-Furnished,Family,1,Contact Owner
Th50019307,Apartment,2008,2022-05-05,1,19607,1202,4 out of 5,Carpet Area,Area 746,Ludhiana,Semi-Furnished,Bachelors/Family,1,Contact Owner
Th50019308,Apartment,1991,2022-04-05,2,16295,1022,8 out of 4,Super Area,Area 659,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner
Th50019309,Apartment,2006,2022-06-06,2,5223,989,6 out of 3,Super Area,Area 233,Indore,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50019310,Apartment,1992,2022-05-17,3,11854,1107,5 out of 15,Carpet Area,Area 969,Meerut,Unfurnished,Bachelors,1,Contact Agent
Th50019311,Apartment,1993,2022-06-11,1,20395,1220,2 out of 15,Plot Area,Area 237,Coimbatore,Semi-Furnished,Bachelors,2,Contact Owner
Th50019312,Apartment,2009,2022-04-22,3,9470,546,4 out of 5,Plot Area,Area 200,Ludhiana,Semi-Furnished,Family,3,Contact Owner
Th50019313,Apartment,2011,2022-04-24,3,19217,978,1 out of 15,Built Area,Area 598,Gwalior,Semi-Furnished,Bachelors,3,Contact Owner
Th50019314,Apartment,1997,2022-06-22,2,24667,1297,3 out of 20,Super Area,Area 592,Patna,Furnished,Bachelors/Family,3,Contact Owner
Th50019315,Apartment,2006,2022-05-11,2,10815,585,6 out of 4,Carpet Area,Area 469,Thane,Unfurnished,Family,1,Contact Agent
Th50019316,Apartment,2015,2022-06-01,2,9290,903,9 out of 13,Super Area,Area 509,Bangalore,Unfurnished,Bachelors,1,Contact Owner
Th50019317,Apartment,2016,2022-05-19,1,11875,1177,4 out of 19,Plot Area,Area 349,Nashik,Furnished,Bachelors,2,Contact Agent
Th50019318,Apartment,2006,2022-06-20,1,19112,1073,9 out of 12,Super Area,Area 589,Mumbai,Furnished,Bachelors/Family,3,Contact Owner
Th50019319,Apartment,1992,2022-06-26,2,14654,1181,7 out of 11,Carpet Area,Area 482,Patna,Semi-Furnished,Family,1,Contact Agent
Th50019320,Apartment,2000,2022-06-09,3,12841,810,3 out of 8,Built Area,Area 869,Amritsar,Furnished,Bachelors/Family,1,Contact Agent
Th50019321,Apartment,2014,2022-04-26,1,13133,1394,9 out of 7,Super Area,Area 179,Ahmedabad,Unfurnished,Bachelors/Family,3,Contact Agent
Th50019322,Apartment,2002,2022-06-20,2,6560,1036,2 out of 9,Super Area,Area 120,Thane,Unfurnished,Family,3,Contact Owner
Th50019323,Apartment,2005,2022-05-20,3,16583,1087,6 out of 15,Built Area,Area 844,Mangalore,Furnished,Family,3,Contact Agent
Th50019324,Apartment,2004,2022-07-05,1,12574,1188,8 out of 5,Super Area,Area 624,Ahmedabad,Unfurnished,Bachelors,2,Contact Owner
Th50019325,Apartment,2015,2022-05-31,1,16978,1100,2 out of 19,Plot Area,Area 104,Mangalore,Unfurnished,Bachelors/Family,2,Contact Owner
Th50019326,Apartment,2007,2022-04-06,2,21067,1167,6 out of 16,Carpet Area,Area 153,Indore,Unfurnished,Bachelors/Family,1,Contact Owner
Th50019327,Apartment,2015,2022-05-08,3,8273,1199,2 out of 18,Super Area,Area 919,Gwalior,Furnished,Bachelors/Family,3,Contact Agent
Th50019328,Apartment,2008,2022-04-10,3,15075,1176,3 out of 6,Super Area,Area 859,Varanasi,Unfurnished,Bachelors,2,Contact Agent
Th50019329,Apartment,2002,2022-04-07,3,12943,725,5 out of 15,Built Area,Area 138,Lucknow,Furnished,Bachelors,1,Contact Agent
Th50019330,Apartment,2008,2022-04-20,1,9198,580,1 out of 11,Built Area,Area 713,Vadodara,Semi-Furnished,Bachelors,2,Contact Owner
Th50019331,Apartment,2007,2022-06-06,2,19759,1206,8 out of 17,Carpet Area,Area 755,Visakhapatnam,Furnished,Bachelors,1,Contact Owner
Th50019332,Apartment,2004,2022-04-03,3,14459,789,2 out of 19,Super Area,Area 688,Lucknow,Furnished,Bachelors/Family,3,Contact Agent
Th50019333,Apartment,1999,2022-06-13,3,22313,1194,1 out of 19,Built Area,Area 809,Surat,Semi-Furnished,Bachelors,2,Contact Agent
Th50019334,Apartment,2013,2022-06-05,3,12613,1066,5 out of 11,Built Area,Area 639,Lucknow,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50019335,Apartment,1999,2022-07-07,2,20114,1051,5 out of 19,Super Area,Area 466,Ahmedabad,Semi-Furnished,Bachelors,3,Contact Owner
Th50019336,Apartment,1994,2022-07-06,1,11647,606,7 out of 19,Carpet Area,Area 637,Noida,Unfurnished,Bachelors,3,Contact Owner
Th50019337,Apartment,2000,2022-06-10,2,14243,985,4 out of 9,Super Area,Area 188,Coimbatore,Unfurnished,Family,3,Contact Owner
Th50019338,Apartment,2013,2022-07-08,1,13509,680,4 out of 13,Built Area,Area 303,Rajkot,Semi-Furnished,Bachelors,1,Contact Owner
Th50019339,Apartment,1998,2022-05-13,1,13880,728,7 out of 5,Super Area,Area 128,Mysore,Furnished,Bachelors,2,Contact Agent
Th50019340,Apartment,2018,2022-06-09,3,17157,1371,4 out of 5,Built Area,Area 797,Bhopal,Semi-Furnished,Bachelors/Family,1,Contact Owner
Th50019341,Apartment,2020,2022-04-30,2,12560,1100,5 out of 3,Carpet Area,Area 783,Navi Mumbai,Furnished,Bachelors/Family,2,Contact Agent
Th50019342,Apartment,2013,2022-04-19,2,21620,1288,3 out of 18,Carpet Area,Area 295,Vadodara,Furnished,Family,1,Contact Agent
Th50019343,Apartment,2006,2022-05-08,1,3484,588,9 out of 19,Plot Area,Area 286,Mumbai,Furnished,Family,2,Contact Agent
Th50019344,Apartment,2004,2022-04-11,3,9165,505,1 out of 17,Super Area,Area 600,Agra,Unfurnished,Family,1,Contact Owner
Th50019345,Apartment,1990,2022-04-01,3,15663,1145,7 out of 17,Plot Area,Area 578,Amritsar,Unfurnished,Bachelors/Family,1,Contact Owner
Th50019346,Apartment,2000,2022-06-14,1,14353,791,6 out of 10,Built Area,Area 244,Jaipur,Semi-Furnished,Family,1,Contact Agent
Th50019347,Apartment,1991,2022-05-01,1,10980,1313,7 out of 7,Carpet Area,Area 367,Kanpur,Semi-Furnished,Bachelors,3,Contact Owner
Th50019348,Apartment,2016,2022-06-21,2,15448,1282,8 out of 14,Built Area,Area 974,Jodhpur,Semi-Furnished,Bachelors,2,Contact Agent
Th50019349,Apartment,2013,2022-04-30,1,8391,687,8 out of 14,Super Area,Area 847,Jodhpur,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50019350,Apartment,1991,2022-06-01,3,7510,773,7 out of 9,Carpet Area,Area 650,Ahmedabad,Semi-Furnished,Bachelors,1,Contact Owner
Th50019351,Apartment,2014,2022-07-08,2,6266,826,10 out of 8,Super Area,Area 515,Vijayawada,Furnished,Bachelors,2,Contact Owner
Th50019352,Apartment,2011,2022-05-01,3,11402,809,9 out of 4,Super Area,Area 883,Mysore,Furnished,Family,2,Contact Owner
Th50019353,Apartment,2010,2022-05-03,2,3836,625,9 out of 10,Plot Area,Area 696,Visakhapatnam,Unfurnished,Bachelors/Family,2,Contact Owner
Th50019354,Apartment,2004,2022-06-07,3,13624,819,10 out of 6,Plot Area,Area 346,Coimbatore,Unfurnished,Bachelors/Family,1,Contact Agent
Th50019355,Apartment,2000,2022-05-10,3,14472,975,1 out of 12,Built Area,Area 593,Delhi,Unfurnished,Family,1,Contact Owner
Th50019356,Apartment,2014,2022-06-21,1,10870,1037,2 out of 7,Plot Area,Area 138,Mangalore,Unfurnished,Bachelors/Family,3,Contact Owner
Th50019357,Apartment,1993,2022-04-07,3,6554,1142,5 out of 9,Plot Area,Area 469,Jaipur,Unfurnished,Bachelors/Family,2,Contact Agent
Th50019358,Apartment,2009,2022-06-29,2,14060,981,9 out of 4,Super Area,Area 787,Ahmedabad,Semi-Furnished,Family,3,Contact Agent
Th50019359,Apartment,2015,2022-06-15,1,3985,563,5 out of 8,Super Area,Area 347,Coimbatore,Semi-Furnished,Family,1,Contact Owner
Th50019360,Apartment,2011,2022-07-01,1,14402,1022,6 out of 4,Carpet Area,Area 587,Agra,Furnished,Bachelors,2,Contact Owner
Th50019361,Apartment,1991,2022-07-06,2,23574,1217,1 out of 20,Carpet Area,Area 370,Chandigarh,Semi-Furnished,Bachelors,1,Contact Agent
Th50019362,Apartment,2017,2022-05-09,3,16071,1152,3 out of 12,Super Area,Area 487,Bhopal,Unfurnished,Bachelors/Family,2,Contact Owner
Th50019363,Apartment,1996,2022-06-27,1,4247,762,5 out of 8,Carpet Area,Area 403,Nashik,Semi-Furnished,Family,2,Contact Owner
Th50019364,Apartment,2015,2022-05-08,3,9986,693,8 out of 10,Carpet Area,Area 202,Noida,Furnished,Family,3,Contact Agent
Th50019365,Apartment,1992,2022-04-19,2,3495,656,3 out of 4,Plot Area,Area 665,Hyderabad,Unfurnished,Family,3,Contact Agent
Th50019366,Apartment,2017,2022-07-05,2,10260,1331,5 out of 14,Carpet Area,Area 378,Aurangabad,Semi-Furnished,Bachelors,1,Contact Agent
Th50019367,Apartment,2008,2022-05-28,1,13797,1115,10 out of 5,Carpet Area,Area 985,Delhi,Furnished,Bachelors/Family,1,Contact Agent
Th50019368,Apartment,2007,2022-06-01,1,22758,1340,5 out of 13,Plot Area,Area 269,Navi Mumbai,Furnished,Family,3,Contact Agent
Th50019369,Apartment,2014,2022-06-16,2,7220,852,5 out of 11,Built Area,Area 438,Ahmedabad,Unfurnished,Bachelors/Family,2,Contact Agent
Th50019370,Apartment,2011,2022-05-19,2,4802,561,3 out of 4,Plot Area,Area 666,Mangalore,Semi-Furnished,Family,2,Contact Agent
Th50019371,Apartment,2012,2022-06-08,2,17027,1397,8 out of 8,Super Area,Area 873,Noida,Semi-Furnished,Family,1,Contact Agent
Th50019372,Apartment,2017,2022-05-31,2,20323,1106,3 out of 18,Carpet Area,Area 762,Visakhapatnam,Semi-Furnished,Bachelors/Family,1,Contact Agent
Th50019373,Apartment,2000,2022-06-28,3,9806,743,9 out of 9,Super Area,Area 418,Noida,Furnished,Bachelors/Family,2,Contact Agent
Th50019374,Apartment,2015,2022-04-13,1,5766,808,4 out of 5,Plot Area,Area 706,Vadodara,Unfurnished,Bachelors,1,Contact Agent
Th50019375,Apartment,2003,2022-04-13,2,19785,1072,1 out of 7,Plot Area,Area 917,Kalyan-Dombivli,Semi-Furnished,Family,2,Contact Owner
Th50019376,Apartment,2001,2022-04-04,2,7427,1360,4 out of 3,Plot Area,Area 127,Nagpur,Furnished,Family,2,Contact Owner
Th50019377,Apartment,2006,2022-06-11,3,21791,1324,2 out of 4,Carpet Area,Area 113,Indore,Unfurnished,Bachelors/Family,3,Contact Owner
Th50019378,Apartment,1992,2022-04-15,2,16758,1357,3 out of 6,Super Area,Area 878,Kalyan-Dombivli,Unfurnished,Family,3,Contact Agent
Th50019379,Apartment,2009,2022-04-24,2,11962,883,7 out of 3,Super Area,Area 810,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
Th50019380,Apartment,1994,2022-05-12,1,18028,961,10 out of 19,Super Area,Area 858,Agra,Furnished,Family,2,Contact Owner
Th50019381,Apartment,2009,2022-04-13,1,16837,1259,8 out of 13,Plot Area,Area 736,Agra,Unfurnished,Bachelors,1,Contact Agent
Th50019382,Apartment,2013,2022-04-07,3,9654,1386,5 out of 17,Built Area,Area 306,Navi Mumbai,Semi-Furnished,Bachelors,1,Contact Owner
Th50019383,Apartment,2020,2022-05-04,2,16360,1057,1 out of 8,Built Area,Area 501,Faridabad,Semi-Furnished,Bachelors,3,Contact Agent
Th50019384,Apartment,2021,2022-05-28,3,12110,945,5 out of 20,Carpet Area,Area 594,Ranchi,Furnished,Family,2,Contact Agent
Th50019385,Apartment,1997,2022-06-07,1,6332,955,7 out of 19,Plot Area,Area 159,Coimbatore,Furnished,Bachelors/Family,2,Contact Owner
Th50019386,Apartment,2012,2022-05-29,2,6789,1125,3 out of 6,Built Area,Area 263,Varanasi,Semi-Furnished,Bachelors,1,Contact Owner
Th50019387,Apartment,2011,2022-05-24,3,9703,866,3 out of 7,Super Area,Area 497,Bangalore,Unfurnished,Bachelors,2,Contact Owner
Th50019388,Apartment,2010,2022-06-29,3,8728,858,5 out of 11,Carpet Area,Area 496,Ghaziabad,Furnished,Bachelors,2,Contact Owner
Th50019389,Apartment,2006,2022-06-04,2,13003,1393,8 out of 12,Plot Area,Area 132,Chandigarh,Semi-Furnished,Family,1,Contact Agent
Th50019390,Apartment,2008,2022-06-27,2,4330,724,4 out of 7,Plot Area,Area 889,Hyderabad,Unfurnished,Family,1,Contact Owner
Th50019391,Apartment,2004,2022-05-19,3,5293,1015,8 out of 12,Built Area,Area 890,Varanasi,Semi-Furnished,Bachelors/Family,2,Contact Agent
Th50019392,Apartment,2000,2022-04-29,2,9423,594,8 out of 17,Carpet Area,Area 856,Vijayawada,Semi-Furnished,Bachelors/Family,1,Contact Agent
Th50019393,Apartment,2020,2022-05-26,3,3684,579,3 out of 16,Built Area,Area 590,Kanpur,Furnished,Family,1,Contact Agent
Th50019394,Apartment,2012,2022-05-29,2,16665,973,6 out of 7,Super Area,Area 678,Surat,Unfurnished,Bachelors,1,Contact Agent
Th50019395,Apartment,2010,2022-05-26,3,12270,1196,1 out of 15,Plot Area,Area 689,Nagpur,Furnished,Bachelors/Family,2,Contact Owner
Th50019396,Apartment,2001,2022-06-28,2,19276,1074,6 out of 13,Built Area,Area 672,Agra,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50019397,Apartment,1993,2022-05-15,3,8895,1340,7 out of 6,Plot Area,Area 642,Surat,Unfurnished,Family,2,Contact Agent
Th50019398,Apartment,2018,2022-04-27,1,7689,583,10 out of 20,Super Area,Area 375,Coimbatore,Semi-Furnished,Bachelors,1,Contact Owner
Th50019399,Apartment,2013,2022-05-22,2,9399,958,9 out of 20,Super Area,Area 524,Chennai,Semi-Furnished,Family,1,Contact Agent
Th50019400,Apartment,2014,2022-07-01,3,7118,551,9 out of 15,Built Area,Area 868,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
Th50019401,Apartment,1998,2022-07-09,3,15350,793,7 out of 8,Carpet Area,Area 499,Nagpur,Semi-Furnished,Bachelors/Family,1,Contact Agent
Th50019402,Apartment,1993,2022-05-18,2,19606,1244,7 out of 18,Super Area,Area 653,Chandigarh,Unfurnished,Bachelors,3,Contact Agent
Th50019403,Apartment,2018,2022-05-07,2,4054,629,9 out of 10,Plot Area,Area 194,Delhi,Furnished,Bachelors,3,Contact Agent
Th50019404,Apartment,2016,2022-04-15,2,21696,1173,3 out of 15,Carpet Area,Area 219,Kanpur,Furnished,Bachelors,1,Contact Owner
Th50019405,Apartment,2007,2022-04-14,2,13770,1325,2 out of 18,Carpet Area,Area 629,Kalyan-Dombivli,Unfurnished,Bachelors,2,Contact Owner
Th50019406,Apartment,1993,2022-05-16,3,20836,1266,2 out of 18,Super Area,Area 378,Jaipur,Furnished,Bachelors,1,Contact Agent
Th50019407,Apartment,2016,2022-05-24,1,5485,948,5 out of 8,Super Area,Area 284,Chandigarh,Semi-Furnished,Bachelors,2,Contact Owner
Th50019408,Apartment,2003,2022-06-27,1,9415,998,7 out of 5,Carpet Area,Area 938,Navi Mumbai,Semi-Furnished,Family,1,Contact Agent
Th50019409,Apartment,1992,2022-07-03,2,4481,857,6 out of 8,Plot Area,Area 911,Mumbai,Furnished,Bachelors,1,Contact Agent
Th50019410,Apartment,2019,2022-04-24,2,7291,1250,1 out of 15,Carpet Area,Area 138,Navi Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50019411,Apartment,2002,2022-06-24,2,6757,704,2 out of 5,Built Area,Area 933,Chennai,Semi-Furnished,Family,3,Contact Agent
Th50019412,Apartment,1995,2022-06-19,2,8153,514,1 out of 11,Plot Area,Area 895,Faridabad,Unfurnished,Family,2,Contact Owner
Th50019413,Apartment,2009,2022-05-26,1,17111,1106,6 out of 17,Super Area,Area 291,Agra,Semi-Furnished,Family,1,Contact Agent
Th50019414,Apartment,1994,2022-05-20,1,14478,1091,2 out of 20,Super Area,Area 185,Jaipur,Unfurnished,Bachelors/Family,3,Contact Owner
Th50019415,Apartment,2009,2022-06-21,1,12458,1324,8 out of 13,Carpet Area,Area 436,Bangalore,Semi-Furnished,Family,3,Contact Agent
Th50019416,Apartment,2016,2022-04-03,3,12757,1206,6 out of 8,Plot Area,Area 245,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
Th50019417,Apartment,2015,2022-06-25,1,15952,1253,5 out of 11,Built Area,Area 661,Noida,Unfurnished,Family,1,Contact Owner
Th50019418,Apartment,2020,2022-04-27,3,21985,1400,1 out of 17,Plot Area,Area 224,Nagpur,Unfurnished,Bachelors,1,Contact Owner
Th50019419,Apartment,2004,2022-05-11,1,11350,1044,3 out of 13,Super Area,Area 559,Jaipur,Unfurnished,Bachelors/Family,3,Contact Owner
Th50019420,Apartment,1997,2022-04-10,2,18957,1002,2 out of 9,Carpet Area,Area 949,Nagpur,Unfurnished,Bachelors,1,Contact Agent
Th50019421,Apartment,2010,2022-04-24,2,19869,1117,1 out of 20,Plot Area,Area 405,Agra,Unfurnished,Family,1,Contact Agent
Th50019422,Apartment,2020,2022-05-11,1,3046,508,9 out of 19,Built Area,Area 626,Kolkata,Unfurnished,Family,3,Contact Agent
Th50019423,Apartment,2008,2022-05-31,2,15314,1013,2 out of 16,Carpet Area,Area 742,Nagpur,Semi-Furnished,Bachelors,2,Contact Agent
Th50019424,Apartment,1994,2022-05-30,1,10730,561,10 out of 19,Super Area,Area 941,Thane,Semi-Furnished,Bachelors,3,Contact Owner
Th50019425,Apartment,2020,2022-06-03,1,5241,648,5 out of 9,Plot Area,Area 380,Thane,Furnished,Bachelors/Family,1,Contact Agent
Th50019426,Apartment,2017,2022-05-12,2,18044,1109,1 out of 15,Plot Area,Area 261,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner
Th50019427,Apartment,1999,2022-04-05,3,8724,1155,8 out of 19,Super Area,Area 586,Lucknow,Semi-Furnished,Bachelors/Family,3,Contact Agent
Th50019428,Apartment,1995,2022-06-07,3,4201,733,3 out of 11,Super Area,Area 699,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner
Th50019429,Apartment,1997,2022-07-03,3,17313,1118,9 out of 15,Plot Area,Area 539,Faridabad,Unfurnished,Bachelors/Family,1,Contact Agent
Th50019430,Apartment,2003,2022-06-09,1,17675,1077,5 out of 7,Super Area,Area 408,Faridabad,Furnished,Bachelors,1,Contact Owner
Th50019431,Apartment,2021,2022-05-09,3,8854,1020,5 out of 5,Plot Area,Area 105,Mangalore,Unfurnished,Bachelors/Family,2,Contact Agent
Th50019432,Apartment,1997,2022-07-02,1,15514,1308,9 out of 19,Carpet Area,Area 898,Bhopal,Furnished,Family,1,Contact Agent
Th50019433,Apartment,2017,2022-07-10,3,10163,663,10 out of 7,Plot Area,Area 766,Aurangabad,Semi-Furnished,Bachelors,1,Contact Owner
Th50019434,Apartment,1990,2022-06-10,2,24418,1398,8 out of 17,Carpet Area,Area 287,Nagpur,Unfurnished,Bachelors/Family,2,Contact Agent
Th50019435,Apartment,2006,2022-05-02,3,11114,1060,2 out of 5,Carpet Area,Area 743,Mangalore,Semi-Furnished,Family,2,Contact Agent
Th50019436,Apartment,1998,2022-06-09,3,4857,515,5 out of 18,Plot Area,Area 440,Chennai,Semi-Furnished,Family,3,Contact Owner
Th50019437,Apartment,2001,2022-05-27,1,6893,1150,6 out of 14,Carpet Area,Area 199,Varanasi,Unfurnished,Bachelors/Family,2,Contact Owner
Th50019438,Apartment,2007,2022-05-22,1,15418,1000,3 out of 12,Carpet Area,Area 146,Mangalore,Unfurnished,Bachelors,2,Contact Agent
Th50019439,Apartment,1991,2022-06-07,1,16230,1156,4 out of 6,Carpet Area,Area 684,Jodhpur,Furnished,Family,1,Contact Owner
Th50019440,Apartment,1993,2022-04-07,1,14733,1152,3 out of 16,Super Area,Area 739,Thane,Unfurnished,Family,1,Contact Owner
Th50019441,Apartment,2013,2022-04-15,3,15243,1082,10 out of 6,Plot Area,Area 959,Nagpur,Semi-Furnished,Family,3,Contact Owner
Th50019442,Apartment,2011,2022-04-22,2,4356,644,2 out of 19,Carpet Area,Area 976,Varanasi,Semi-Furnished,Family,2,Contact Owner
Th50019443,Apartment,2016,2022-04-26,1,24419,1247,6 out of 5,Plot Area,Area 894,Varanasi,Unfurnished,Family,3,Contact Agent
Th50019444,Apartment,2003,2022-04-27,1,10305,1180,6 out of 10,Super Area,Area 674,Kanpur,Furnished,Bachelors/Family,3,Contact Owner
Th50019445,Apartment,2013,2022-04-19,3,9924,733,6 out of 7,Plot Area,Area 176,Thane,Semi-Furnished,Bachelors,2,Contact Owner
Th50019446,Apartment,2012,2022-06-22,2,7978,936,4 out of 18,Super Area,Area 980,Hyderabad,Unfurnished,Family,3,Contact Owner
Th50019447,Apartment,2021,2022-04-19,1,5241,740,6 out of 16,Super Area,Area 780,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
Th50019448,Apartment,2008,2022-06-02,2,4177,815,3 out of 13,Built Area,Area 961,Vijayawada,Unfurnished,Bachelors/Family,2,Contact Owner
Th50019449,Apartment,2014,2022-05-08,1,17968,1285,8 out of 3,Plot Area,Area 197,Ranchi,Furnished,Bachelors,1,Contact Agent
Th50019450,Apartment,2008,2022-05-22,3,16906,902,3 out of 10,Built Area,Area 862,Pune,Unfurnished,Bachelors/Family,2,Contact Owner
Th50019451,Apartment,2021,2022-06-14,3,19748,1165,6 out of 13,Built Area,Area 347,Mumbai,Semi-Furnished,Bachelors,3,Contact Owner
Th50019452,Apartment,2014,2022-04-27,3,9515,1090,10 out of 17,Built Area,Area 210,Jodhpur,Semi-Furnished,Bachelors,1,Contact Agent
Th50019453,Apartment,2004,2022-05-17,3,5204,621,10 out of 12,Plot Area,Area 183,Ahmedabad,Furnished,Family,1,Contact Agent
Th50019454,Apartment,2019,2022-04-09,3,3330,615,9 out of 4,Carpet Area,Area 527,Indore,Semi-Furnished,Family,2,Contact Agent
Th50019455,Apartment,2020,2022-06-28,2,26216,1323,1 out of 9,Plot Area,Area 697,Chandigarh,Furnished,Family,1,Contact Agent
Th50019456,Apartment,1995,2022-07-02,2,9496,1032,6 out of 16,Plot Area,Area 786,Jodhpur,Semi-Furnished,Bachelors,1,Contact Agent
Th50019457,Apartment,2016,2022-04-17,2,10769,1227,3 out of 13,Plot Area,Area 138,Gwalior,Unfurnished,Bachelors,3,Contact Owner
Th50019458,Apartment,1996,2022-06-18,2,21636,1253,6 out of 6,Plot Area,Area 284,Navi Mumbai,Unfurnished,Bachelors,3,Contact Owner
Th50019459,Apartment,1991,2022-04-20,3,8101,1244,5 out of 19,Super Area,Area 724,Nagpur,Furnished,Bachelors/Family,1,Contact Agent
Th50019460,Apartment,2002,2022-04-17,3,14278,797,1 out of 13,Plot Area,Area 552,Surat,Furnished,Family,1,Contact Owner
Th50019461,Apartment,2013,2022-05-05,1,14343,1048,10 out of 12,Built Area,Area 722,Mysore,Furnished,Family,2,Contact Agent
Th50019462,Apartment,2006,2022-07-01,3,11504,991,9 out of 9,Built Area,Area 157,Aurangabad,Furnished,Bachelors/Family,2,Contact Owner
Th50019463,Apartment,2009,2022-06-09,3,18135,1148,9 out of 8,Built Area,Area 468,Mumbai,Furnished,Bachelors,2,Contact Agent
Th50019464,Apartment,2016,2022-06-20,3,9936,1129,8 out of 19,Carpet Area,Area 131,Noida,Semi-Furnished,Family,1,Contact Agent
